20202816	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20223140	12	10	12	12	11	14	6	4	8	6	9	10	2	9	125	42.9
20221500	12	10	12	12	11	14	6	0	8	6	9	11	12	9	132	45.3
20201477	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20203111	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20222897	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20223141	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20223142	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221501	12	10	12	12	11	14	6	8	8	6	7	11	10	9	136	46.6
20223148	12	10	12	12	11	14	6	8	8	6	7	11	12	9	138	47.3
20192424	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221502	12	6	12	12	11	14	6	8	8	6	9	10	8	9	131	44.9
20221503	12	10	12	12	11	14	3	8	8	6	9	8	10	9	132	45.3
20220137	12	0	0	0	0	0	2	8	0	0	0	0	0	0	22	7.5
20222899	12	10	12	12	11	14	6	8	8	6	9	11	9	9	137	47.0
20223151	12	10	12	12	11	14	6	8	8	6	5	11	12	9	136	46.6
20221856	12	10	12	12	11	14	6	8	8	6	9	7	10	9	134	45.9
20222900	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221507	12	10	12	12	11	14	6	8	8	6	9	11	11	9	139	47.7
20202910	12	6	7	6	11	14	6	8	8	6	9	11	12	9	125	42.9
20221861	12	10	12	12	11	14	6	8	8	6	9	10	12	9	139	47.7
20223155	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20221508	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201870	12	10	12	12	11	14	6	8	8	6	9	11	8	9	136	46.6
20221863	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20201489	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221678	12	10	9	11	11	14	6	8	7	6	9	11	12	3	129	44.2
20201492	12	10	12	12	11	14	6	8	6	6	9	11	12	9	138	47.3
20221510	12	6	12	12	4	5	6	8	7	6	9	11	10	8	116	39.8
20211810	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20202913	12	10	12	12	11	14	6	8	8	6	9	10	12	9	139	47.7
20221511	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20203123	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20211812	12	0	12	12	11	14	6	8	8	6	9	9	10	9	126	43.2
20201494	12	10	12	12	11	14	6	8	8	6	9	10	12	9	139	47.7
20223023	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221512	12	10	12	12	9	14	6	8	8	6	0	8	9	0	114	39.1
20221870	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201497	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20220477	12	10	12	12	11	14	6	8	8	6	9	10	12	9	139	47.7
20221872	12	10	12	12	11	2	6	8	8	6	7	11	12	9	126	43.2
20221873	12	8	12	12	11	14	6	8	8	6	9	11	12	9	138	47.3
20192442	12	10	12	11	11	14	6	8	8	6	9	11	11	9	138	47.3
20221515	12	10	12	12	11	14	6	8	8	6	9	11	8	9	136	46.6
20221516	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20223188	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201499	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20211610	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201501	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20223164	12	10	12	12	11	14	6	8	8	6	6	11	12	9	137	47.0
20201298	12	10	12	12	11	14	6	8	7	6	9	9	10	9	135	46.3
20221517	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222902	12	6	12	12	11	14	6	8	8	6	9	11	9	6	130	44.6
20222903	12	6	12	12	11	14	6	8	0	6	5	11	12	9	124	42.5
20213143	12	10	12	12	11	14	6	8	8	6	9	7	10	9	134	45.9
20221519	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222904	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221270	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20202920	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20221521	12	10	12	12	10	14	6	8	8	6	9	11	12	9	139	47.7
20221879	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222906	12	6	10	12	11	14	6	8	8	6	9	10	12	9	133	45.6
20221881	12	10	12	12	11	14	6	8	8	6	9	7	12	9	136	46.6
20220728	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20223170	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221527	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20202922	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4.1
20202923	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20192458	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222847	12	10	7	12	11	14	6	8	8	6	9	11	12	9	135	46.3
20223173	12	6	12	12	11	14	6	8	8	6	9	11	8	0	123	42.2
20221074	12	9	12	12	11	14	6	0	8	6	9	11	10	9	129	44.2
20221884	12	10	9	12	11	14	6	8	8	6	9	8	12	9	134	45.9
20221529	12	7	9	12	11	10	6	8	3	6	9	0	0	9	102	35.0
20201895	12	10	12	12	11	14	6	8	8	6	9	10	12	9	139	47.7
20223177	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20220138	12	0	12	11	0	0	0	0	0	0	0	0	0	0	35	12.0
