20222879	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201451	12	10	12	12	8	0	6	8	7	4	9	11	9	9	117	40.1
20222880	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20221477	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221822	12	10	12	12	11	14	6	8	7	6	0	9	10	9	126	43.2
20221823	12	10	12	12	11	14	6	8	8	6	9	9	10	9	136	46.6
20201453	12	10	12	9	10	13	6	8	8	6	9	11	12	9	135	46.3
20201818	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222881	12	10	12	12	11	14	6	8	7	6	6	10	10	5	129	44.2
20223110	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222882	12	10	12	12	11	14	0	8	8	6	0	0	12	0	105	36.0
20221478	12	10	12	12	11	14	6	4	8	6	9	11	12	9	136	46.6
20202899	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221479	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221826	12	7	12	12	11	14	6	0	8	6	9	11	12	9	129	44.2
20203086	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221480	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201933	12	7	12	12	11	14	6	8	8	6	9	11	10	9	135	46.3
20201783	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221481	12	10	12	12	11	14	6	8	8	6	9	8	10	9	135	46.3
20222884	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20201455	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222885	12	8	12	12	11	14	6	8	8	6	9	11	12	9	138	47.3
20221484	12	10	12	12	11	14	6	8	8	6	9	10	0	0	118	40.5
20203092	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222888	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221489	12	10	12	12	11	14	6	8	8	6	0	11	12	9	131	44.9
20201830	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221835	12	10	12	12	10	14	6	8	8	6	9	8	12	9	136	46.6
20221490	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20192397	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221491	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20223125	12	10	12	12	11	14	6	8	8	6	9	9	12	9	138	47.3
20213378	12	4	12	12	11	0	6	8	5	6	9	11	8	9	113	38.7
20203098	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20202904	12	9	12	12	11	14	6	8	8	6	9	11	12	9	139	47.7
20201837	12	6	0	12	3	6	6	8	8	6	9	10	12	9	107	36.7
20223128	12	10	11	12	11	14	6	8	7	6	9	11	12	9	138	47.3
20201462	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222891	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222892	12	10	12	12	10	14	6	8	8	6	7	0	12	8	125	42.9
20223009	12	10	0	12	11	14	6	8	8	6	9	11	12	9	128	43.9
20221838	12	10	7	12	11	14	6	8	8	6	9	11	10	9	133	45.6
20203099	12	10	12	12	11	14	6	8	8	6	9	11	10	9	138	47.3
20223130	12	10	12	12	11	14	6	8	8	6	9	10	8	9	135	46.3
20221492	12	10	12	12	11	14	6	0	8	6	9	10	10	9	129	44.2
20201470	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20211143	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221842	12	10	12	12	11	14	6	8	8	6	9	11	10	0	129	44.2
20221494	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221495	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221843	12	10	12	12	11	14	6	8	8	6	9	6	10	9	133	45.6
20223133	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20220439	12	10	12	12	11	14	3	0	0	6	9	10	0	0	99	33.9
20213379	12	0	0	3	4	0	0	0	0	2	0	9	6	3	39	13.4
20221846	12	10	12	12	11	14	6	8	8	6	9	8	12	9	137	47.0
20222394	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20203104	12	10	12	5	11	14	6	8	8	6	9	11	12	9	133	45.6
20223135	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221847	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221848	12	5	12	12	11	14	6	8	8	6	9	10	12	9	134	45.9
20221499	12	7	12	12	11	14	6	8	8	6	9	11	12	9	137	47.0
20221849	12	10	12	12	11	14	6	8	8	6	9	9	10	9	136	46.6
20202907	12	10	12	12	11	14	6	8	7	6	9	11	12	9	139	47.7
20221850	12	10	12	12	11	14	6	8	8	6	9	7	12	9	136	46.6
20222780	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20222895	12	8	12	12	11	14	6	8	8	6	6	11	12	9	135	46.3
20223138	12	10	12	12	11	14	6	0	8	6	9	11	12	9	132	45.3
20222896	12	10	12	12	11	14	6	8	8	6	9	11	12	9	140	48.0
20221911	12	10	9	12	11	14	6	8	8	6	9	11	12	9	137	47.0
